Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/ale.lives Max,eval/env_infos/ale.lives Mean,eval/env_infos/ale.lives Min,eval/env_infos/ale.lives Std,eval/env_infos/final/ale.lives Max,eval/env_infos/final/ale.lives Mean,eval/env_infos/final/ale.lives Min,eval/env_infos/final/ale.lives Std,eval/env_infos/initial/ale.lives Max,eval/env_infos/initial/ale.lives Mean,eval/env_infos/initial/ale.lives Min,eval/env_infos/initial/ale.lives Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/ale.lives Max,expl/env_infos/ale.lives Mean,expl/env_infos/ale.lives Min,expl/env_infos/ale.lives Std,expl/env_infos/final/ale.lives Max,expl/env_infos/final/ale.lives Mean,expl/env_infos/final/ale.lives Min,expl/env_infos/final/ale.lives Std,expl/env_infos/initial/ale.lives Max,expl/env_infos/initial/ale.lives Mean,expl/env_infos/initial/ale.lives Min,expl/env_infos/initial/ale.lives Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/QF Loss,trainer/Y Predictions Max,trainer/Y Predictions Mean,trainer/Y Predictions Min,trainer/Y Predictions Std
0,0,3,3.0,3,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,50,10,10.0,10,0.0,3,2.6,0,0.9165151389911679,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,2,20,10,10.0,10,0.0,20,0.0009636000000003975,2.2012217000000014,1.2099685000000004,0.17860109999999985,0.006100800000000461,0.032264300000001356,7.4500677,0.7733233999999989,9.605249e-05,0.03919749,0.037645984,0.0155759305,0.0045140297
1,1,2,2.0,2,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,10,100,10,10.0,10,0.0,3,2.1,2,0.3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,3,30,10,10.0,10,0.0,30,0.0006410999999992839,2.0039484000000005,1.0601157000000008,0.2543564000000007,0.002753399999999573,0.02732840000000003,9.465134300000003,0.6587534000000002,0.00017030517,0.027220739,0.018066246,0.0005622208,0.00799523
