Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/env_infos/ale.lives Max,eval/env_infos/ale.lives Mean,eval/env_infos/ale.lives Min,eval/env_infos/ale.lives Std,eval/env_infos/final/ale.lives Max,eval/env_infos/final/ale.lives Mean,eval/env_infos/final/ale.lives Min,eval/env_infos/final/ale.lives Std,eval/env_infos/initial/ale.lives Max,eval/env_infos/initial/ale.lives Mean,eval/env_infos/initial/ale.lives Min,eval/env_infos/initial/ale.lives Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/env_infos/ale.lives Max,expl/env_infos/ale.lives Mean,expl/env_infos/ale.lives Min,expl/env_infos/ale.lives Std,expl/env_infos/final/ale.lives Max,expl/env_infos/final/ale.lives Mean,expl/env_infos/final/ale.lives Min,expl/env_infos/final/ale.lives Std,expl/env_infos/initial/ale.lives Max,expl/env_infos/initial/ale.lives Mean,expl/env_infos/initial/ale.lives Min,expl/env_infos/initial/ale.lives Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/saving (s),time/total (s),time/training (s),trainer/QF Loss,trainer/Y Predictions Max,trainer/Y Predictions Mean,trainer/Y Predictions Min,trainer/Y Predictions Std
0,0,1,1.0,1,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,50,10,10.0,10,0.0,1,1.0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,2,20,10,10.0,10,0.0,20,0.0004460000000001685,1.2165038999999993,0.7364519999999999,0.10418929999999982,0.00449500000000036,0.025698399999999566,6.365944899999999,0.3452231999999995,3.4667623e-06,0.047438376,0.04683566,0.046325497,0.00022389246
1,1,2,2.0,2,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,10,100,10,10.0,10,0.0,2,1.8,0,0.6000000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,5,0.0,5,5.0,5,0.0,5,5.0,5,0.0,3,30,10,10.0,10,0.0,30,0.0005813999999997321,0.9651356,0.5666329000000001,0.11030419999999985,0.0023261999999988348,0.030295600000000533,7.337584699999997,0.2549953000000009,1.8275012e-05,0.047506727,0.042366296,0.038585916,0.0041393396
